fen,phase,eco,material,mobility,white_king_safety,black_king_safety,white_center_control,black_center_control,evaluation_cp,best_move
rnbqk1nr/pp3ppp/4p3/2bp4/3NP3/8/PPPN1PPP/R1BQKB1R w KQkq - 1 6,opening,C07,76,37,0,0,2,3,112,d2b3
rn3b1N/p3k1pp/4pn2/2P5/8/2N5/PP3PPP/R1B1K2R b KQ - 0 16,middlegame,,43,20,0,0,2,2,604,e7e8
8/4r3/2kp1Q2/pRp1pPp1/4P3/2PP4/P3BKP1/8 w - - 1 40,middlegame,,33,37,0,0,4,3,9997,f6e7
8/8/8/1R6/1p3r1k/1P6/2P5/2K5 b - - 1 40,endgame,,13,14,0,0,2,2,362,h4g3
r5k1/p5pp/b1p1p3/2bp4/2P5/1P2qr2/P1Q4P/R2K1B1R w - - 0 23,middlegame,,57,26,0,0,2,4,-786,c2d2
r1b2rk1/1p1p2bp/p1n1p1p1/5pB1/3pPPPQ/3P1B2/1q3N1P/2R2RK1 w - - 0 19,middlegame,,69,33,0,0,3,4,191,e4f5
r1bqkbnr/pp3ppp/2np4/2p1p3/8/1P2PN2/PBPP1PPP/RN1QKB1R w KQkq - 0 5,opening,A01,78,33,0,0,2,2,-12,d2d3
6k1/pp1qp1bp/n2p2p1/2pP4/2P3b1/1P1r4/P2B1PQ1/R4RK1 w - - 0 21,middlegame,,57,31,0,0,2,3,-603,d2e3
8/5pk1/3pp1p1/4b1Kp/2Q5/3P1qP1/7P/8 w - - 0 36,middlegame,,29,25,0,0,3,4,-9998,g5h4
2B3k1/1p4pp/1ppB1p2/2nb4/8/r4P2/6PP/3R1K2 b - - 1 30,middlegame,,31,34,0,0,4,3,-412,a3a8
r1q5/pp4k1/2p2b1p/4N3/4P1n1/1P3QP1/P1P2P1P/R2R2K1 b - - 0 28,middlegame,,53,30,0,0,3,2,168,f6e5
3k4/p1prb1p1/3p4/8/3PQP2/2P3P1/P6r/RNB1R1K1 b - - 0 22,middlegame,,47,27,0,0,4,1,964,d6d5
8/r7/7P/5p2/5k2/8/4R3/7K b - - 0 55,endgame,,12,18,0,0,2,2,3,a7h7
5r2/1p2k3/n1p1Pp2/R6p/2P1N2P/P4P1B/1P2K3/8 b - - 0 29,middlegame,,29,18,0,0,3,2,634,a6c7
5rk1/pp2bppp/2p2n2/5Q2/8/P1N4P/1qP3P1/3R3K w - - 0 22,middlegame,,47,46,0,0,4,2,-607,f5e5
r1bqkbnr/pp3ppp/2n1p3/3pP3/2pP4/3B1N2/PPP2PPP/RNBQK2R w KQkq - 0 6,opening,C02,78,36,0,0,3,4,73,d3e2
rn1qk2r/pbppbppp/1p2pn2/8/2PP4/P3PN2/1P3PPP/RNBQKB1R w KQkq - 1 6,opening,E14,78,30,0,0,3,2,8,b1c3
8/p1k5/8/2pp1B2/2b2P2/P1B5/1P4P1/2K1R3 w - - 1 32,middlegame,,21,39,0,0,3,3,852,e1e7
1r4k1/3nb1p1/3p1n2/2pP1P1p/4N1P1/2N2P1P/1PP5/2B1K2R b K - 0 19,middlegame,,39,30,0,0,2,4,350,d7b6
1rq3k1/2n1R1b1/p1Bp1rpB/2p5/P1P5/2N3PP/1P1Q1P1K/4R3 b - - 2 28,middlegame,,63,37,0,0,4,3,735,g7f8
rnbqk1nr/ppp1ppbp/3p2p1/8/5P2/5NP1/PPPPP2P/RNBQKB1R w KQkq - 1 4,opening,A02,78,25,0,0,2,2,-19,f1g2
5r1r/6p1/2PQ1k2/3P1q2/4p3/6Pp/P3BP1P/R4R1K b - - 0 28,middlegame,,50,3,0,1,2,3,658,f6f7
8/8/3K4/p2p1q2/2k5/8/8/4q3 w - - 0 59,middlegame,,20,2,0,0,2,4,-9997,d6c7
rnbqkb1r/ppp2ppp/5n2/3p4/8/2NP4/PP2PPPP/R1BQKBNR w KQkq - 0 5,opening,A13,76,31,0,0,2,2,-45,d3d4
8/p6p/6kP/2p3p1/4p3/2PK4/8/8 w - - 0 35,endgame,,7,6,1,0,2,1,-556,d3d2
r3R1k1/5p1p/p4bp1/1r1p4/2p5/q4N2/3Q1PPP/4R1K1 b - - 1 31,middlegame,,53,3,0,1,4,4,-463,a8e8
6k1/2B4p/p5p1/1p1p4/1P6/4K1P1/7r/8 w - - 0 34,middlegame,,15,12,0,0,3,1,-562,e3d3
r3rk2/p4p2/2n1p3/6R1/8/P1P5/1P2BPPP/2R3K1 w - - 1 24,middlegame,,35,39,0,0,3,3,515,g5c5
8/pp4kp/6p1/2p5/2Pp4/1P4P1/P2P3P/4K3 w - - 0 26,endgame,,12,11,0,0,1,1,-22,e1f2
8/1Nb5/1p6/6k1/3Ppp2/P7/1P1K1P2/8 w - - 1 48,endgame,,13,15,0,0,1,1,172,d4d5
rnbqk1nr/pp2bppp/2pp4/8/3PPp2/2N2N2/PPP3PP/R1BQKB1R w KQkq - 1 6,opening,C25,77,36,0,0,4,2,129,c1f4
r5k1/5pp1/2N1bn1p/4p3/4P3/2PQ1NBP/1K3PP1/7R w - - 1 27,middlegame,,43,48,0,0,4,3,1056,g3e5
7r/p4p1k/2p1pQp1/3p1n2/3P1P1p/2PR4/q2r2PP/4R1K1 w - - 0 26,middlegame,,53,32,0,0,3,3,-461,d3d2
6k1/7p/n7/3ppp2/2p5/7B/7P/4K3 w - - 0 35,endgame,,12,9,0,0,0,2,-534,h3f5
rnbqk2r/pp3ppp/3b1p2/2pp4/3P4/2P1P3/PP3PPP/RN1QKBNR w KQkq - 1 6,opening,A45,72,35,0,0,2,3,11,d4c5
2b1k2r/5p2/2p1p2p/2P1p3/p3r3/6PP/K3B3/3R3R w k - 0 32,middlegame,,35,31,0,0,2,3,-270,e2f3
6k1/1r4b1/1pn5/p2pPr2/3P3q/1PP2b2/P5Q1/6K1 w - - 0 37,middlegame,,45,21,0,0,2,4,-2305,g2g6
r1bqkbnr/ppp2pp1/2np3p/4p3/4P3/5NP1/PPPP1PBP/RNBQK2R w KQkq - 0 5,opening,C41,78,26,0,0,3,2,43,d2d4
r1bqkb1r/pp1ppp1p/2n3p1/1BpnP3/8/5N2/PPPP1PPP/RNBQ1RK1 w kq - 1 6,opening,B31,78,29,0,0,2,2,36,b5c6
6k1/p2q2p1/1b6/1p2Q3/4P3/P1P3R1/1P1p2PP/5R1K b - - 0 29,middlegame,,41,35,0,0,3,2,519,b6f2
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 2 4,opening,A40,78,34,0,0,2,2,13,e2e3
4n2k/1p4p1/2p2p1p/1pP1pP1P/1P1rP3/P7/2K5/3r2R1 w - - 0 39,middlegame,,31,14,0,0,1,4,-354,g1d1
rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,opening,A46,78,30,0,0,2,3,35,c2c4
rnbq1rk1/pp1p1ppp/4pn2/2p5/1bPP4/2NBP3/PP3PPP/R1BQK1NR w KQ - 2 6,opening,E41,78,36,0,0,4,3,26,g1e2
r1bqkb1r/pppn1pp1/3p1n1p/4p3/3PP3/2PB4/PP2NPPP/RNBQK2R w KQkq - 0 6,opening,A41,78,36,0,0,4,4,83,e1g1
3R1n2/1pp3k1/1p2p1P1/4r3/5P2/8/6K1/8 b - - 0 41,middlegame,,19,22,0,0,3,2,-602,e5f5
r3k1r1/pp6/2p5/8/1P1bP2P/2P3P1/b4q2/6K1 w q - 0 29,middlegame,,33,1,1,0,2,3,-9999,g1h1
8/7p/p1b5/4p1P1/1p6/4N1P1/k4K2/8 w - - 0 42,endgame,,12,14,0,0,1,3,-550,e3c2
4r1r1/2q2pkp/3b1p2/1Q6/p2P4/P1P2N1P/1P3PP1/R3R1K1 b - - 0 23,middlegame,,55,43,0,0,4,2,336,e8b8
r3r3/8/p4pk1/5npp/2RP4/B3P3/P1P2PPP/1R4K1 b - - 0 28,middlegame,,37,30,0,0,2,3,391,a8c8
rn1q1rk1/pp3ppp/2pb1n2/8/5N2/5b1P/PPPP4/RNBQ2K1 w - - 0 14,middlegame,,65,25,0,0,1,3,-814,d1f3
rnbqkb1r/ppp2ppp/3p1n2/8/2B1P3/2N5/PP3PPP/R1BQK1NR w KQkq - 2 6,opening,C21,75,49,0,0,3,3,144,d1b3
5R2/1pk1n3/6p1/3p4/3b3n/3B4/1P1K4/8 w - - 0 45,middlegame,,21,31,0,0,1,3,-417,f8f4
8/1P1B1pk1/4p1p1/B2pPn2/3P4/5NPK/5P1P/2r5 w - - 1 47,middlegame,,27,25,0,0,2,3,716,b7b8q
r1bqk1nr/pp1pppbp/2n3p1/2p5/4P3/1PN2N2/P1PP1PPP/R1BQKB1R w KQkq - 3 5,opening,B27,78,31,0,0,4,2,-24,f1b5
k7/p1p2p1p/5p2/r7/2B1b3/q1P1PPP1/P2B3P/K3RQR1 b - - 2 29,middlegame,,53,37,0,0,3,2,679,e4c2
rnbqkbnr/pp3ppp/3p4/4p3/3pP3/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 5,opening,B22,77,38,0,0,3,2,116,c3d4
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1B2/2N5/PPP1PPPP/R2QKBNR w KQkq - 2 4,opening,D01,78,34,0,0,4,2,3,e2e3
rnbqkbnr/1p2pppp/p7/2pp4/P3P3/5N2/1PPP1PPP/RNBQKB1R w KQkq - 0 4,opening,B28,78,30,0,0,3,3,43,e4d5
rnbqkbnr/pp4pp/2p1p3/3p1p2/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq - 0 5,opening,D00,78,35,0,0,3,2,33,c2c4
rn1q1rk1/8/P2b3p/3p2P1/3Pp1n1/1NP3Pb/2QBBP1P/R3R1K1 w - - 1 19,middlegame,,69,38,0,0,3,2,153,e2f1
rnbqkb1r/ppp1pppp/3p1n2/8/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 2 3,opening,A02,78,24,0,0,2,3,-9,b1c3
rnbqkbnr/pp2pppp/2p5/8/3P4/2N2p2/PPP2PPP/R1BQKB1R w KQkq - 0 5,opening,B15,74,33,0,0,4,2,-422,d1f3
r1bqk2r/pppp1ppp/2n5/4P3/1b4Q1/2n2N2/1P3PPP/R1B1KB1R w KQkq - 0 9,middlegame,,71,45,0,0,3,4,-301,c1d2
4k2q/7P/4NPp1/p2pP3/b1pP1P2/2P1K3/P6R/8 b - - 0 44,middlegame,,31,14,0,0,3,1,387,a4d1
r2qkbnr/ppp1pppp/2n5/3p4/2PP4/2N2b2/PP2PPPP/R1BQKB1R w KQkq - 0 5,opening,D07,75,32,0,0,4,4,82,g2f3
rnbqkbnr/ppp3pp/3p4/4Pp2/2P5/8/PP2PPPP/RNBQKBNR w KQkq f6 0 4,opening,A41,77,35,0,0,2,2,148,e5f6
6k1/3r1pbp/p5p1/1p2p3/5n1P/1B3P2/Pr3P2/5RRK b - - 0 29,middlegame,,39,37,0,0,2,3,-624,d7d2
8/R7/3B2k1/2P5/3n1P2/P7/5r2/1K6 b - - 2 57,middlegame,,19,22,0,0,1,0,177,d4b5
r3kb1r/pp1npp1p/2p3p1/4q2n/1PP2BQ1/7P/P3N1P1/3R1RK1 b kq - 1 19,middlegame,,65,46,0,0,3,4,-463,e5e6
5k2/N1p2ppp/5n2/8/6b1/2N5/PPPB1PPP/R5K1 b - - 0 19,middlegame,,30,24,0,0,2,2,653,g4f5
8/2pR1pkp/1p1p2p1/3P4/p1q5/5BP1/5PK1/8 w - - 0 36,middlegame,,27,15,0,0,2,4,-589,d7c7
r1bqkb1r/pppn1ppp/4pn2/3p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,opening,D03,78,34,0,0,2,3,30,c2c4
8/6R1/pp1krR2/2p1p3/2PpP3/1P1B4/P5PP/6K1 b - - 0 36,middlegame,,29,4,0,0,2,3,542,e6f6
rnbqkbnr/1p1p1ppp/p3p3/8/3pPP2/5N2/PPP3PP/RNBQKB1R w KQkq - 0 5,opening,B21,77,36,0,0,3,1,4,f3d4
r1bqkb1r/pp1ppp1p/2n2np1/2p5/2P5/2N1PN2/PP1P1PPP/R1BQKB1R w KQkq - 0 5,opening,A04,78,31,0,0,4,4,17,d2d4
6k1/ppp1rpp1/3p3p/8/8/4rR1P/PP4P1/5RK1 w - - 0 24,middlegame,,31,23,0,0,0,2,-534,f3e3
rnbqkb1r/p2ppp1p/5np1/1ppP4/2P5/1P6/P3PPPP/RNBQKBNR w KQkq - 0 5,opening,A57,78,30,0,0,2,3,6,c1b2
2r2rk1/1p3p2/4p1p1/3n2B1/p2b2p1/P7/1P4P1/1B2RR1K w - - 0 36,middlegame,,41,33,0,0,2,2,-390,e1e4
r2qkbnr/ppp1pppp/2n5/3p1b2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 4 4,opening,D02,78,34,0,0,2,4,42,c2c4
r2r2k1/pp2p2p/1q4p1/3p4/3bb1P1/1B5P/PP2Q3/2R2RK1 w - - 0 24,middlegame,,57,4,1,0,2,4,-767,f1f2
8/R7/6kp/6p1/8/1B4P1/P4P1P/4r1K1 w - - 1 33,middlegame,,19,1,1,0,1,2,556,g1g2
8/R6p/8/2PN1p1r/2Pp4/1P1k3P/P6K/8 b - - 0 48,middlegame,,21,10,0,0,1,2,532,h5g5
8/6kp/p5p1/3Q4/1b2NqP1/5P2/Pr1N2KP/4RR2 w - - 1 34,middlegame,,49,45,0,0,3,2,1048,d5d4
r1bqkbnr/ppp2ppp/2n5/4p3/3pP3/5N2/PPPPNPPP/R1BQKB1R w KQkq - 2 5,opening,C27,78,23,0,0,3,3,-51,d2d3
r4rk1/pb3ppp/2qb4/8/4N3/6P1/PPPPQP1P/R1B2RK1 w - - 1 15,middlegame,,61,33,0,0,1,3,-160,f2f3
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/2N3P1/PP2PPBP/R1BQK1NR w KQkq - 0 6,opening,A84,78,38,0,0,4,2,45,g1f3
r4rk1/p1p2ppp/5b2/2p5/2bp4/1P4Q1/P4PPP/3RR1K1 b - - 0 20,middlegame,,47,30,0,0,3,3,145,c4b5
8/2R5/5r2/8/2RPp3/1pk1P1P1/6KP/8 b - - 0 52,middlegame,,21,3,0,1,2,1,551,c3d2
3n2rk/7p/p2Q1Pr1/2pPp3/3p4/3P2P1/PP1B1R1P/2R3K1 b - - 0 30,middlegame,,47,18,0,0,3,1,857,d8f7
rn1q1rk1/ppp2pp1/3p1n1p/8/2B1P3/2B4b/P4PPP/R2Q1RK1 w - - 0 12,middlegame,,65,43,0,0,3,3,-229,g2h3
8/rk1p4/3Kp3/3p4/R7/8/8/8 w - - 0 45,endgame,,13,17,0,0,4,2,-316,a4g4
r1bqkb1r/ppp3pp/2np1n2/4pp2/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 3 6,opening,C41,78,42,0,0,4,4,157,f3g5
5rk1/pp6/8/2B4P/2Kb4/8/b7/8 w - - 0 35,middlegame,,17,4,1,0,2,1,-542,c4d4
b1r2rk1/4Rp2/1p1ppNpp/1P6/1qP5/3PPB1P/1BQ2PP1/R5K1 b - - 0 23,middlegame,,63,2,0,1,4,3,1034,g8h8
R7/5pkp/6p1/1n2b3/5r1P/P2K4/8/8 w - - 2 44,middlegame,,21,17,0,0,2,2,-660,a8a5
r1b1kb1r/1p3ppp/p1n1p3/2ppP3/P2P4/2q1nN2/3NBPPP/2RQ1RK1 w kq - 0 12,middlegame,,73,27,0,0,3,4,-380,f2e3
8/1p3k2/6pp/3Pp3/P5P1/5PKP/8/8 b - - 0 42,endgame,,9,11,0,0,1,1,81,g6g5
2r3k1/pR4p1/6p1/5p2/3Br3/1P2P1PP/P1P5/5RK1 w - - 1 28,middlegame,,33,39,0,0,2,3,692,c2c4
2k2b1r/1pp3p1/p1p1p2p/8/2P5/5N2/Pr3PKP/2R1R3 w - - 0 22,middlegame,,37,30,0,0,4,1,-441,f3e5
rnbqk1nr/ppp1ppbp/6p1/3p4/4P3/2P5/PP1PBPPP/RNBQK1NR w KQkq - 0 4,opening,B06,78,30,0,0,2,4,12,e4d5
r4r2/ppp2p1k/1b1p1Ppp/5b2/4N3/5Q1P/PPqN1pP1/R4R1K w - - 0 20,middlegame,,63,40,0,0,1,3,-395,f1c1
r3k2r/ppp2pp1/2nb1n2/3p4/5p2/1P1PPN1q/PBPN1K1p/R2Q1R2 w kq - 0 17,middlegame,,69,35,0,0,3,4,-806,f2e2
1rb1r2k/p1R2Qpp/1p6/3BP3/3N4/1P5P/P5P1/4R2K w - - 1 30,middlegame,,47,58,0,0,3,1,9999,f7e8
6k1/p5pp/3p4/2p1p3/8/2P5/P5PP/7K w - - 0 28,endgame,,10,8,0,0,1,2,-458,c3c4
8/p7/1p6/6P1/2N1b2P/1P5k/P3BK2/8 b - - 2 42,middlegame,,15,18,0,0,1,1,551,h3h4
rnbqkb1r/1p1p1ppp/p3pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,opening,B40,76,43,0,0,3,2,110,e4e5
3q3r/kp3P2/p7/n2p4/3P1BQ1/2P3Pr/PP6/2K1R1R1 b - - 0 30,middlegame,,53,35,0,0,3,2,337,h3h2
r1b1k2r/pp2nppp/1q1b4/3PP3/8/2P2N2/PPQ2PPP/R1B1KB1R b KQkq - 0 14,middlegame,,69,44,0,0,3,3,513,c8f5
6k1/5p1p/6p1/pp2r3/4r2P/1P2p2q/P3R1R1/5Q1K w - - 2 47,middlegame,,47,2,1,0,0,4,-650,h1g1
8/5k2/p1N2p1p/3PpP2/4b2P/4b1K1/6r1/8 w - - 0 42,middlegame,,21,1,1,0,2,3,-975,g3h3
rn1qkbnr/pp2pppp/2p3b1/3pP3/3P2P1/8/PPP2P1P/RNBQKBNR w KQkq - 1 5,opening,B12,78,36,0,0,2,2,66,h2h4
rnbqk1nr/ppp1ppbp/3p2p1/7P/4P3/8/PPPP1PP1/RNBQKBNR w KQkq - 0 4,opening,B06,78,32,0,0,1,2,109,d2d4
rnb5/pp4kp/2pp4/5pQ1/3p4/8/qPP2PBP/2K1R2R b - - 1 19,middlegame,,53,3,0,1,3,3,9995,g7f8
r1bqk1nr/pppp1ppp/6n1/8/1b1PP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,opening,C40,74,31,0,0,4,1,-273,h2h4
8/R4pkp/3N2p1/1p1Kp2r/8/5P2/1P5b/8 b - - 1 31,middlegame,,23,17,0,0,3,2,-518,e5e4
8/p3k1pp/P7/5P2/2p1PBP1/6KP/1P6/4R3 b - - 0 38,middlegame,,18,11,0,0,3,0,970,e7f8
5r1r/p7/5Qpk/2P1p3/1PB1Pb2/5P1p/P6P/R5RK w - - 1 29,middlegame,,45,46,0,0,3,2,9999,f6g6
1r6/3R1pk1/1p2p3/p1p5/2P1B1P1/5K2/r7/8 w - - 0 41,middlegame,,25,26,0,0,3,2,-438,g4g5
2k4r/ppp1np2/4b2p/3p2R1/3P4/2PB4/PP3P2/2Kq4 w - - 0 21,middlegame,,39,1,1,0,4,2,-783,c1d1
rnbqkbnr/pp2pp1p/2p3p1/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,opening,B06,78,36,0,0,3,2,80,e4e5
r2q2nr/ppp2kbp/2n5/4p1p1/3PNp2/5b2/PPP3PP/R1BQ1RK1 w - - 0 11,middlegame,,69,35,0,0,2,4,-352,d1f3
r4rk1/pp4pp/2p1q3/3p4/8/8/PPPB2B1/4R2K w - - 0 24,middlegame,,39,32,0,0,3,3,-207,e1e6
r3k2r/ppp3pp/3p1p2/4p3/P3P2N/1B1Pq2b/R1P3P1/5R1K w kq - 0 18,middlegame,,51,30,0,0,2,3,-622,h4f5
1r4k1/pp3ppp/8/2p5/2P3q1/4R3/P3QPKn/R7 w - - 2 25,middlegame,,45,4,1,0,3,2,501,g2h2
r5k1/ppp2ppp/1b1n4/3N2q1/8/1P1Q4/1P3PPP/R3r1K1 w - - 0 18,middlegame,,53,2,1,0,3,4,-581,a1e1
r7/P2k2b1/1P1p2B1/3P2p1/2Pp2Pp/7P/7K/R3Q3 b - - 0 32,middlegame,,35,16,0,0,3,2,1118,g7e5
4r1k1/1p3pPp/1p6/3pBK2/3P4/7r/8/3R4 w - - 0 30,middlegame,,25,20,0,0,3,2,-396,d1c1
7r/4kp1p/p2p4/8/1p5P/5n2/PPK5/5R2 w - - 0 29,middlegame,,21,18,0,0,0,2,-225,f1f3
3rk3/p1q1bp1Q/1p4p1/1PpBp3/2P5/P2PP1P1/1B5P/1R3RK1 w - - 1 29,middlegame,,55,45,0,0,4,3,9997,d5f7
r2r4/p4ppp/4k3/3n1p2/2Bbb3/8/PPP3PP/R6K w - - 0 22,middlegame,,37,20,0,0,1,3,-1016,c2c3
8/3kpp1p/3p4/5P2/3p2P1/6K1/5r2/8 b - - 1 45,endgame,,12,23,0,0,0,1,-710,f2f1
rnbqkb1r/pp2pppp/5n2/2pp4/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,opening,D02,78,36,0,0,2,3,21,e2e3
8/8/2N5/3n1pk1/3p3p/3P1K1P/8/8 w - - 1 51,endgame,,11,11,0,0,3,1,-10,c6d4
rnbqkb1r/ppp1p1pp/5n2/3p1p2/8/5NP1/PPPPPPBP/RNBQK2R w KQkq - 2 4,opening,A07,78,26,0,0,2,2,78,e1g1
8/8/8/8/2pk1K2/3rp3/8/2R5 w - - 0 64,endgame,,12,15,0,0,2,4,-537,f4f3
6k1/ppp3bp/3p4/1PnP4/PNP1b3/7K/6r1/6R1 b - - 1 32,middlegame,,31,43,0,0,1,4,-1228,g2g1
rn1qkb1r/ppp2ppp/5n2/2Pp1b2/3P4/8/PP3PPP/RNBQKBNR w KQkq - 1 6,opening,A51,76,38,0,0,2,2,12,b1c3
r1bqkbnr/pp2pppp/2n5/2pp4/4P3/5NP1/PPPP1P1P/RNBQKB1R w KQkq - 0 4,opening,B30,78,30,0,0,3,4,22,e4d5
8/5k1p/P3p1p1/1nn5/8/6PP/7K/8 b - - 0 50,endgame,,12,23,0,0,0,3,-595,c5a6
3q4/4r2k/p6P/2P2Q2/P2b1Pp1/1P2p1P1/4K3/3R3R b - - 0 41,middlegame,,45,2,0,1,4,4,866,h7h8
8/8/4k1p1/7p/2N4P/4rKP1/8/8 w - - 0 42,endgame,,12,5,1,0,2,3,414,c4e3
rnbqkbnr/pp3ppp/4p3/8/2pP4/2N5/PP3PPP/R1BQKBNR w KQkq - 0 6,opening,B13,75,40,0,0,4,2,46,f1c4
rnbqkb1r/p2ppppp/1p3n2/2p5/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,opening,A46,78,33,0,0,2,3,49,d4d5
2b3rk/5pqp/pp6/5N2/2P1pQ2/1P2P1PP/P4P2/2R2RK1 b - - 0 28,middlegame,,51,24,0,0,4,2,648,g7g5
5k2/4p2P/2p5/8/P7/8/6KQ/8 b - - 0 35,endgame,,13,6,0,0,1,1,1038,f8e8
2r5/pp2k3/5nQ1/5N2/2P2P2/6P1/PP6/2K5 b - - 2 31,middlegame,,27,4,0,1,3,2,665,e7e6
rn2kb1r/ppp2ppp/4pn2/5bN1/6q1/2NP1p2/PPP3PP/R1BQ1R1K w kq - 1 10,middlegame,,73,34,0,0,2,3,-494,g5f3
1br2rk1/5p2/4p3/pp6/6PN/1p3B2/P5K1/4R3 w - - 0 36,middlegame,,31,30,0,0,3,2,-596,h4f5
1r2k3/p3p3/3p3n/2p5/q4Pp1/2bP2R1/P2p2Nr/K2R2B1 w - - 0 30,middlegame,,50,0,1,0,3,3,-10000,
rnbqkb1r/pppnp1pp/4p3/3p4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 5,opening,B02,77,32,0,0,2,3,63,g1f3
rnbqkbnr/ppp1p2p/3p2p1/5p2/5P2/4PN2/PPPP2PP/RNBQKB1R w KQkq - 0 4,opening,A02,78,29,0,0,2,2,23,f1e2
8/5r2/p2q1Bk1/P5Pp/1P5P/2Q5/5P2/6K1 b - - 0 38,middlegame,,33,32,0,0,2,3,24,d6f4
1k5r/pp6/6n1/4P1P1/2ppR3/P5N1/1PPB1R2/6K1 w - - 1 35,middlegame,,33,36,0,0,3,1,893,e5e6
2kr4/1pp1npp1/p1p4p/4P3/5B2/1N6/PbP2PK1/4R3 w - - 0 24,middlegame,,33,36,0,0,3,3,-441,e5e6
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,opening,D15,77,34,0,0,4,3,21,a2a4
3b2q1/pb1pk1pr/1P3rQ1/4pPBp/2P1P2P/P1NP1R2/4N2K/1R6 b - - 0 28,middlegame,,65,24,0,0,3,3,834,e7d6
rnbqkbnr/ppp2ppp/8/3p4/8/5Q2/PPPP1PPP/RNB1KBNR w KQkq - 0 4,opening,C00,76,40,0,0,2,2,-55,d2d4
5rk1/ppp2ppp/3qp3/8/1b1r4/2NB4/PPK1Q1P1/R6R w - - 2 19,middlegame,,57,53,0,0,3,4,934,d3h7
8/8/2R2kp1/2P2p2/1Pb2P2/p1NrP2P/P7/6K1 b - - 0 33,middlegame,,25,5,0,1,4,4,-52,f6e7
3r1r1k/1p4p1/4q3/p3b1P1/7K/P6p/2Q5/1R3R2 b - - 1 37,middlegame,,47,56,0,0,1,3,-9996,d8d4
rnbqkbnr/ppp1pppp/8/8/3pP3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,opening,A06,78,27,0,0,3,2,86,c2c3
4nk2/p2b1p1p/1ppq2p1/3p4/8/1PbNQPP1/P3R1KP/8 b - - 1 30,middlegame,,47,42,0,0,3,4,-553,c3g7
7r/pR6/2p2kp1/5p2/3P4/2P3P1/PP3PK1/4R3 b - - 2 32,middlegame,,25,20,0,0,3,3,534,a7a5
r2qkbnr/pp1b1ppp/2n1p3/2PpP3/8/2P5/PP3PPP/RNBQKBNR w KQkq - 1 6,opening,C02,77,39,0,0,2,4,-4,g1f3
8/2R2pk1/5p2/2p2p2/3p3P/3r2P1/6K1/8 w - - 0 37,middlegame,,17,16,0,0,0,3,-11,c7c5
5Q2/p7/1p2pPk1/8/1PP3K1/8/P5P1/8 b - - 0 39,middlegame,,17,5,0,0,1,1,9999,e6e5
rnbqkb1r/pppp2pp/4pn2/5p2/2P5/2N2P2/PP1PP1PP/R1BQKBNR w KQkq - 0 4,opening,A10,78,25,0,0,2,2,13,d2d4
4r3/pbp2q1k/1p1p2pp/3P1p2/1nP2P2/P1b3QP/1P6/1BK3R1 w - - 0 27,middlegame,,53,29,0,0,3,4,-446,g3c3
8/8/2k5/2p5/8/P1N4r/1K6/8 b - - 0 49,endgame,,10,18,0,0,2,2,-444,c5c4
8/5ppk/3nb2p/2ppN3/3P4/2q2Q2/5PPK/8 w - - 0 30,middlegame,,35,28,0,0,3,3,497,f3c3
8/6p1/2K1bk1p/3p1p2/4pP2/6P1/1P5P/8 b - - 0 45,endgame,,12,12,0,0,2,3,-661,e4e3
rnbqkbnr/pp3ppp/8/2p1P3/2Pp4/6P1/PP2PP1P/RNBQKBNR w KQkq - 0 5,opening,D08,77,31,0,0,2,2,105,f1g2
8/8/1n1k4/1K3p2/8/4Pp2/8/3q4 b - - 1 48,middlegame,,15,29,0,0,1,4,-4627,d1e2
5rk1/5pp1/p4q2/4r3/1P2p3/P3N1PB/5P1P/2RQ1RK1 b - - 0 30,middlegame,,53,34,0,0,2,3,704,f8d8
2b1rrk1/1pq1ppbp/p5p1/3pN1P1/3P4/2PB1N2/PP4Q1/R4nK1 w - - 0 21,middlegame,,63,43,0,0,3,2,-383,a1f1
6k1/1P6/4p1p1/1B1p4/3PpP2/4P3/6KP/8 w - - 0 54,endgame,,12,22,0,0,2,2,710,b7b8r
